Caught,Category,Subcategory,Aircraft,ICAO Code,Rarity,Observed Aircraft,"Paper
(0 XP)","Bronze
(15,000 XP)","Silver
(50,000 XP)","Gold
(100,000 XP)","Platinum
(350,000 XP)","Cyber
(750,000 XP)",Glow
FALSE,Propeller,Multiple Engine,CESSNA 337 Super Skymaster,C337,7.25,232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 340,C340,6.04,624,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 402 Businessliner,C402,5.31,229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 404 Titan,C404,6.89,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 408 SkyCourier,C408,7.16,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 411,C411,13.70,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 414 Chancellor,C414,5.92,537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 421 Golden Eagle,C421,6.08,575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 425 Conquest 1,C425,6.75,155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 441 Conquest,C441,6.06,180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA F406 Caravan 2,F406,7.47,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA P337 Pressurized Skymaster,P337,8.54,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA T-50 Bobcat,T50,13.25,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA T303 Crusader,C303,7.59,106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CHAMPION 402 Lancer,CH40,13.97,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CONAIR F-27 Firefighter,F27,11.48,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CONAIR Firecat,S2P,11.51,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CONAIR Turbo Firecat,S2T,8.15,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CONVAIR C-131,CVLP,8.96,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CONVAIR P4Y Privateer,P4Y,12.58,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CURTISS C-46 Commando,C46,10.60,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DASSAULT Flamant,FLAM,13.38,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA Dash 8 Q100,DH8A,5.06,126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA Dash 8-200,DH8B,5.91,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA Dash 8-300,DH8C,4.92,146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA Dash 8-Q400,DH8D,3.32,473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DH-104 Dove,DOVE,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DH-98 Mosquito,MOSQ,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DHC-4 Caribou,DHC4,10.40,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DHC-5 Buffalo,DHC5,9.81,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DHC-6 Twin Otter,DHC6,3.87,427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DE HAVILLAND CANADA DHC-7 Dash 7,DHC7,8.31,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DIAMOND DA-42 Twin Star,DA42,4.19,874,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DIAMOND DA-62,DA62,5.84,355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DIRGANTARA INDONESIA N-219 Nurtanio,N219,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DORNIER Do-28,DO28,12.56,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DORNIER Do-28D Skyservant,D28D,8.68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DORNIER Do-28D-6 Turbo Skyservant,D28T,17.54,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS A-20 Havoc,A20,15.56,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS B-26 Invader,B26,10.90,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS DC-3,DC3,6.78,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS DC-3 (turbine),DC3T,9.28,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS DC-4,DC4,13.08,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS DC-6,DC6,9.06,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,DOUGLAS R4D-8,DC3S,10.88,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,EMBRAER Bandeirante,E110,7.07,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,EMBRAER Brasilia,E120,6.16,88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,EMBRAER EC-9 Xingu,E121,9.14,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,EVEKTOR Outback,EV55,13.55,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FAIRCHILD C-123 Provider,C123,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FAIRCHILD C-82 Packet,C82,10.95,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FAIRCHILD DORNIER 228,D228,5.79,204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FAIRCHILD DORNIER 328,D328,6.79,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FOKKER 50,F50,6.65,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FOKKER 60,F60,10.31,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FORD 4-AT Tri-Motor,TRIM,10.49,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,FUJI FA-300,RC70,13.78,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GRUMMAN Academe,G159,15.60,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GRUMMAN AMERICAN GA-7 Cougar,GA7,8.49,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GRUMMAN C-2 Greyhound,C2,8.74,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GRUMMAN E-2 Hawkeye,E2,8.76,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GRUMMAN F7F Tigercat,TCAT,12.39,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GULFSTREAM AEROSPACE 690 Jetprop Commander,AC90,6.02,231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,GULFSTREAM AEROSPACE 695 Jetprop Commander,AC95,7.88,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,HARBIN Y-12 Harbinger,Y12,9.55,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,HARBIN Y-12F Aircar,Y12F,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,HOWARD 250,L18,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,HOWARD 500,L37,12.02,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ILYUSHIN Bizon,IL18,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ILYUSHIN Il-114,I114,9.73,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LET L-200 Morava,L200,10.67,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LET L-410 Turbolet,L410,6.39,123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED C-121 Constellation,CONI,13.15,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED C-130 Hercules,C130,5.12,386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED L-10 Electra,L10,13.31,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED L-12 Electra Junior,L12,11.86,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED L-14 Super Electra,L14,15.77,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED L-188 Electra,L188,8.60,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED L-426 Neptune,P2,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED MARTIN C-130J Hercules,C30J,4.72,497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED P-3 Orion,P3,7.78,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKHEED P-38 Lightning,P38,11.54,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,LOCKWOOD Air Cam,ACAM,8.15,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,MITSUBISHI MU-2,MU2,6.73,131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,NORTH AMERICAN B-25 Mitchell,B25,9.66,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,NORTH AMERICAN Bronco,V10,8.54,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PARTENAVIA AP-68TP-300 Spartacus,P68T,11.56,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PARTENAVIA AP-68TP-600 Viator,VTOR,17.88,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PARTENAVIA Observer,P68,5.92,225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIAGGIO P-166 Portofino,P66P,12.75,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIAGGIO P-180 Avanti,P180,6.47,155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER Aztec,PA27,5.48,605,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER Cheyenne 1,PAY1,6.81,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-23-150 Apache,PA23,7.23,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-30 Twin Comanche,PA30,5.91,699,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-31 Navajo,PA31,4.78,840,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-31T-620 Cheyenne,PAY2,6.63,184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-31T3-500 T-1040,PAT4,8.12,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-34 Seneca,PA34,4.82,"1,280",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-42 Cheyenne 3,PAY3,7.83,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-42-1000 Cheyenne 400,PAY4,8.97,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PIPER PA-44 Seminole,PA44,4.41,546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,PZL-MIELEC M-28 Skytruck,M28,7.69,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,RUTAN 202 Boomerang,BOOM,13.44,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,RUTAN 40 Defiant,DEFI,9.57,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SAAB 2000,SB20,7.10,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SAAB 340,SF34,4.87,179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SHORT 330,SH33,8.50,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SHORT 360,SH36,7.04,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SHORT SC-7 Skyliner,SC7,7.33,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SOLAR IMPULSE 2,SOL2,10.13,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SWEARINGEN Merlin 2,SW2,11.83,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SWEARINGEN Merlin 3,SW3,7.83,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,SWEARINGEN Merlin 4,SW4,5.41,184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,TECNAM P-2006T,P06T,5.26,285,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,TECNAM P-2012 Traveller,P212,6.16,76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,TRANSALL C-160,C160,14.64,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,VELOCITY V-Twin,VELT,11.28,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,WING D-1 Derringer,D1,12.30,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,XIAN MA-60,MA60,8.41,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ZENAIR MC-10 Cricri,MC10,12.71,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,3XTRIM 450 Ultra,UL45,10.21,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,3XTRIM 550 Trener,TR55,14.75,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,A2 CZ Ellipse Spirit,ELSP,10.64,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ACBA ACBA-8 Midour 2,MIDR,11.31,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AD AEROSPACE T-211,T211,11.16,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERMACCHI AL-60,LA60,10.96,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERMACCHI SF-260,F260,7.53,101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO AT-3,AAT3,6.50,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO AT-4,AAT4,10.29,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO COMMANDER 100,VO10,9.16,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO COMMANDER 200,M200,9.69,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO DESIGNS Pulsar,PULS,9.48,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO ITBA Petrel,PETL,15.10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO SERVICES Guepard,GUEP,8.83,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO-EAST-EUROPE SILA-450,S450,9.04,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERO-KROS MP-02 Czajka,MP02,11.07,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROALCOOL Quasar Lite,QUAS,10.88,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROANDINA Fantasy,MX80,14.91,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROANDINA MXP-1000 Tayrona,MX1T,10.41,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROBRAVO Bravo,CH70,8.44,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROCOMP VM-1 Esqual,VM1,10.94,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AERODIS G-802 Orion,G800,14.67,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROMERE F-8L Falco,F8L,8.92,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROPILOT Legend,LGND,7.73,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROPRAKT A-22,AP22,6.47,274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROPRAKT A-32 Vixxen,AP32,6.55,220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROPRO Eurofox,EFOX,6.38,335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROSPOOL Dynamic,WT9,5.49,561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROSPOOL WT-10 Advantic,WT10,10.28,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROSTAR R40S Festival,FEST,10.82,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROSTYLE Breezer,BREZ,6.65,152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AEROTECHNIK L-13S Super Vivat,L13S,11.56,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AESL Airtourer,TOUR,9.82,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AESL Airtrainer,CT4,8.16,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AIR PARTS Fletcher FU-24,FU24,9.44,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AIRCRAFT DESIGNS Stallion,STAL,16.18,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AIRCRAFT TECHNOLOGIES Atlantis,ATIS,14.07,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AIRDROME AEROPLANES Sopwith Pup Replica,SPUP,17.07,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AIRLONY Skylane,ALSL,8.16,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALFA-M A-211,A211,11.28,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALMS J-300 Joker,J300,14.46,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALPHA AVIATION Alpha 160,R200,6.96,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALPI Pioneer 230,PNR2,8.11,67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALPI Pioneer 300,PNR3,7.35,157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ALPI Pioneer 400,PNR4,8.95,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AMD Alarus,CH2T,8.45,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AMD CH-650 Zodiac,CH65,8.97,58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AMD CH-750 Stol,CH75,7.64,230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AMERICAN AFFORDABLE Vision,VSON,15.10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AQUILA A-210,A210,5.68,203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ARION Lightning,ALIG,8.99,77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ARV ARV-1 Super 2,ARV1,11.47,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ASSO AEREI ASSO 10 Jewel,ASOX,14.34,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ASSO AEREI Asso 5 Champion,ASO5,12.22,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ATEC 122 Zephyr,ZEPH,8.54,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,ATEC 321 Faeta,FAET,7.99,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AVEKO VL-3 Flamingo,VL3,6.30,338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Piston Engine,AVIAKIT Vega 3000,VG3T,14.18,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
